N,P,K,temperature,humidity,ph,rainfall,label
20,142,196,11.097944935394642,79.98828439268429,6.228565726430194,68.7382504938972,grapes
20,142,196,10.915973864278564,79.92793125923875,6.392435704697369,68.49789911706915,grapes
20,142,196,10.937508166218539,80.09084920842453,6.334526705154556,68.64785933301383,grapes
20,142,196,10.949291293517042,79.89416080840891,6.066741526254382,68.77490701397386,grapes
20,142,196,10.956356861669711,79.86462781805601,6.1330581026160464,68.66440151781234,grapes
20,142,196,11.047625765633212,80.0211292881549,6.329363548167513,68.6620244981547,grapes
32,129,201,16.45530835197922,82.95842899400557,6.544026624605179,71.55838890061463,grapes
32,129,201,16.240286557419942,83.14418736771903,6.458568526010657,71.6249835340098,grapes
32,129,201,16.241388286485314,82.96186373663672,6.6542147569139765,71.56178749068302,grapes
32,129,201,16.366879396517188,83.0592215595466,6.57203633700114,71.34509111694796,grapes
32,129,201,16.363565752897305,83.05439192559489,6.363324682061922,71.56158103532567,grapes
32,129,201,16.32265005774383,82.90040821598075,6.42298592936913,71.49330032675826,grapes
32,129,201,16.41421127060923,83.04013596222926,6.3598826643338535,71.52738813190193,grapes
32,129,201,16.410705958410595,82.99490632488411,6.37366903202481,71.38881748910217,grapes
32,129,201,16.354098607347712,83.0536742319453,6.616870089514473,71.78775806914793,grapes
32,129,201,16.199113704175236,83.14582757394858,6.445542386102673,71.53379784807936,grapes
3,134,199,20.41538380035303,81.38288538332971,5.833702165419532,71.12732411259707,grapes
3,134,199,20.334994665608647,81.16879135579153,5.8104537521245465,71.16707639834019,grapes
3,134,199,20.291656880330624,81.25418631100959,5.793547931303773,71.06046212443637,grapes
3,134,199,20.452963106046642,81.56317988091826,5.885521004581496,71.1046771657868,grapes
3,134,199,20.428208696659762,81.44444132341506,5.817049182462932,71.0034269302794,grapes
3,134,199,20.236235343554775,81.34488174426392,5.835156422058909,71.09088910920237,grapes
3,134,199,20.161681775993937,81.45619094349493,5.758792174116584,71.04008309450053,grapes
3,134,199,20.244280493078026,81.28417600312551,5.7935825975464,71.14147736851946,grapes
3,134,199,20.462579895405284,81.31991525765146,5.913872551336352,71.15020201228214,grapes
3,134,199,20.25046217628501,81.22590696198968,5.709595222929304,71.02029287968462,grapes
38,138,204,24.97840001098208,83.11649518112624,6.328966512470664,72.98915654455605,grapes
38,138,204,25.107456551922585,83.3012481691555,6.385736308939699,73.07467210051882,grapes
38,138,204,25.161859778120352,83.20999200201058,6.286539283400241,72.89278331680106,grapes
38,138,204,25.032316047473742,83.30570000280456,6.473331206332252,73.11635900844324,grapes
38,138,204,25.24912686297556,83.29414350067033,6.449115169227056,72.80301593002278,grapes
38,138,204,25.133608487660723,83.19702475065837,6.293538018764865,73.14758625306148,grapes
38,138,204,25.468568196112933,83.30248332060701,6.199054409936532,72.9203258788841,grapes
38,138,204,25.1934484769482,83.25920656829997,6.435813396747946,73.00749615639006,grapes
38,138,204,25.178062800140022,83.25249479994838,6.443618930388256,73.0701311272915,grapes
38,138,204,25.20999640662516,83.15597291101709,6.343216172329343,72.96761135709252,grapes
14,131,198,33.51495859375762,83.93835466786723,5.561112051554876,67.90077765349452,grapes
14,131,198,33.4868339328695,83.7974660106702,5.65550219506529,67.8313966517612,grapes
14,131,198,33.47238482274289,83.95865266087688,5.658880641148137,67.87096563184882,grapes
14,131,198,33.47534823997843,83.92281228835807,5.558011840264941,67.99738540489426,grapes
14,131,198,33.59240717025224,83.82191134778795,5.538425284757614,67.89312838269429,grapes
14,131,198,33.367435454527694,83.82209390937858,5.4412955878103215,67.84159310298212,grapes
14,131,198,33.75330682818118,83.88116720326434,5.362216588225397,67.91843871521363,grapes
14,131,198,33.582688216202456,83.82686784213153,5.598659500187227,67.83425211197013,grapes
14,131,198,33.481964272025856,83.93738213915883,5.498033911766253,67.93804261733585,grapes
14,131,198,33.58500098466686,84.00139456921845,5.5675099988497445,68.10176140295141,grapes
20,122,204,11.676568381884385,80.79935544388108,6.546117486106358,65.12929910942978,grapes
20,122,204,11.689330420633336,80.83215974317353,6.317164051608497,64.94300787926905,grapes
20,122,204,11.634490064904643,80.7706720653613,6.342399108296248,65.17144679434293,grapes
20,122,204,11.718558446267059,80.80244558379866,6.591968989985212,64.92543705266395,grapes
20,122,204,11.673657536021544,80.89831108079791,6.4747383633040645,65.08794374550367,grapes
20,122,204,11.872094033819511,80.72242393737042,6.45724878020863,65.0447385339192,grapes
20,122,204,11.783156884835662,80.91487066608296,6.481182438786391,65.16134985740354,grapes
20,122,204,11.697682464741042,80.82284453645185,6.61242086973339,64.84303461684188,grapes
20,122,204,11.711233635151837,81.0329140859899,6.478515146938369,65.1371139052733,grapes
20,122,204,11.62134005795456,80.87526374030554,6.6103340824971015,64.99390800407645,grapes
40,126,201,11.402252476788707,79.97150998204916,6.218171611988567,71.18782925857859,grapes
40,126,201,11.297915803395489,80.11527749090739,6.1846462406216585,71.12900143976317,grapes
40,126,201,11.362237825548846,80.04394186447136,6.199780467475327,71.0646560996178,grapes
40,126,201,11.404425362018044,80.08494536513437,6.155806549650075,71.04839358935332,grapes
40,126,201,11.247555540219185,80.01354979738363,6.074855941645934,71.29896991860659,grapes
40,126,201,11.409578769279783,79.99001409995878,6.07131178725485,71.19971550725222,grapes
40,126,201,11.334871715613826,79.9228187168436,6.138314043384628,71.08621481313895,grapes
40,126,201,11.301521235377846,80.03136377672973,6.158334540613161,71.22281535862803,grapes
40,126,201,11.275477980624801,80.13986940693063,6.035124602716075,71.27624530377425,grapes
40,126,201,11.24441565914212,80.10539965217275,6.197653846044236,71.13780532331648,grapes
36,128,204,25.23261754584741,80.77647958391191,5.61978551441994,67.16333033049528,grapes
36,128,204,25.31805020039701,80.77242394492771,5.646268651308075,66.99086355950291,grapes
36,128,204,25.187411461226286,80.81035908699516,5.759280849865736,66.90688662414328,grapes
36,128,204,25.359603833444975,80.74581945347562,5.657327039618798,67.07165528336031,grapes
36,128,204,25.214286277876713,80.54383540840966,5.619955316525286,67.08927180874808,grapes
36,128,204,25.280486246288635,80.70931796840497,5.797327534243295,66.80571214829351,grapes
36,128,204,25.159202559635816,80.6932145053606,5.682146098189855,67.09507385368983,grapes
36,128,204,25.355380226597507,80.6756721931211,5.62236342667961,67.09539940654383,grapes
36,128,204,25.218310806384814,80.79179268522289,5.636248442399183,66.95760078046968,grapes
36,128,204,25.218649547876343,80.80800463591872,5.653687963459256,66.9033589334941,grapes
11,132,197,16.082228365112584,81.23304001504631,5.779296088253196,74.32972278824285,grapes
11,132,197,15.89731617572109,81.24760649883498,5.878026222381256,74.36752612057347,grapes
11,132,197,16.097881881674034,81.25029390738821,5.64866865437227,74.43074248202704,grapes
11,132,197,16.178762093226013,81.17175024806465,5.794862227332835,74.35988321082027,grapes
11,132,197,15.798133542356423,81.15954151518532,5.6592046008966275,74.27465798709561,grapes
11,132,197,15.965549270108049,81.12293176957142,5.79847724228758,74.44691613109532,grapes
11,132,197,16.056290379545487,81.24023911903556,5.652287704698279,74.41974033245057,grapes
11,132,197,15.705977108168167,81.25094794381545,5.724098322137514,74.24829172395694,grapes
11,132,197,15.836890218916276,81.32404138380276,5.678443437734471,74.46152486234922,grapes
11,132,197,16.04508603567877,81.22433805944809,5.733865986747492,74.43247078633439,grapes
0,137,195,22.49692625193012,80.11292687689219,6.341662773020097,65.4833741691446,grapes
0,137,195,22.431428287061575,80.21569114127635,6.362925281801542,65.28731732047936,grapes
0,137,195,22.28725910305528,80.25721362093665,6.278601516165023,65.33059146624059,grapes
0,137,195,22.420727127724405,80.06595475155818,6.358476878493985,65.38159849320809,grapes
0,137,195,22.46516270162291,80.24452465045069,6.348771330544017,65.38787009655925,grapes
0,137,195,22.46208788181814,80.15422709015519,6.388098538121613,65.39947421317407,grapes
0,137,195,22.37631364723385,80.23676389463336,6.416293327739004,65.42139161826563,grapes
0,137,195,22.425850810322068,80.0463487541674,6.287161789849753,65.45552792621707,grapes
0,137,195,22.485296201249405,80.19700844151983,6.409165183696023,65.41250118155077,grapes
0,137,195,22.34628478772822,80.10812862110896,6.432386965260204,65.22200358434141,grapes
19,123,200,34.65357028475698,80.99763642176866,6.1493874357412,65.68270996169173,grapes
19,123,200,34.693144132007,81.17953191456756,6.045945535853182,65.65817789575387,grapes
19,123,200,34.83234265952022,81.12286997302768,6.0623607013298075,65.60713679072693,grapes
19,123,200,34.641447151400634,81.00279387387847,6.194995466298278,65.74091796172347,grapes
19,123,200,34.838056077446836,81.01531678854069,6.024408935722947,65.90295451748024,grapes
19,123,200,34.76454421489767,80.89871488527442,6.13433692812536,65.7168410886179,grapes
19,123,200,34.77172874605954,80.99760544901854,6.13501387538287,65.8291609018632,grapes
19,123,200,34.83393693950591,81.06976530943524,6.015954893016219,65.5735635688253,grapes
19,123,200,34.78154017958168,81.1236580341024,6.2447122740254315,65.72141151717697,grapes
19,123,200,34.69568103896335,80.99592210656176,6.217171260184759,65.63548462097548,grapes
31,136,197,31.263410109657922,83.46399570800949,5.69865091111965,71.57260233515919,grapes
31,136,197,31.134087732591787,83.43838636021762,5.687435092438042,71.48099590304433,grapes
31,136,197,31.046888529036963,83.42356149205037,5.59860549141345,71.6745973513828,grapes
31,136,197,31.146218029854627,83.23735192973984,5.580676883652972,71.44079694452869,grapes
31,136,197,31.18103310640559,83.3058666421504,5.708363952744399,71.51019420593445,grapes
31,136,197,31.21811405549695,83.35672024465605,5.609190049489289,71.29347949927838,grapes
31,136,197,31.159495927914545,83.176294356865,5.642599264643886,71.46362849838177,grapes
31,136,197,31.222970155936167,83.31673556225932,5.789165246957373,71.55918552746364,grapes
31,136,197,31.189105648902768,83.33341626431573,5.885175246732712,71.47521066864232,grapes
31,136,197,31.124051517150672,83.23246782765686,5.586273790183446,71.36684328531388,grapes
4,134,200,28.72162106622052,80.98924384248033,5.8575804458071365,73.24040260130067,grapes
4,134,200,28.690009784709485,80.71876495150866,6.089899884379846,73.27720459196418,grapes
4,134,200,28.357782178784916,81.03754638296265,5.811008618347805,73.46081353922848,grapes
4,134,200,28.28960435438478,81.01559801262054,5.6477190011867,73.21345890435123,grapes
4,134,200,28.56823553985898,80.91725274068453,5.77798200195347,73.45042979002218,grapes
4,134,200,28.60359538707,81.15799165307611,5.8707465878620155,73.30245006272867,grapes
4,134,200,28.698964775605962,80.85601113858154,5.783828332327178,73.47139252971873,grapes
4,134,200,28.517540929689847,80.97765583557545,5.82453329956365,73.27250365397977,grapes
4,134,200,28.517875524798058,80.86562957905025,5.812401573402157,73.36795442290479,grapes
4,134,200,28.53436101806675,80.84796170399622,6.067448184667595,73.39771757581981,grapes
39,139,201,41.0195540676167,80.97306991011281,5.342684313925791,68.59374762601315,grapes
39,139,201,41.156120329121734,81.0630227236986,5.620984790165572,68.70943949163834,grapes
39,139,201,41.412147150258214,81.05436029606476,5.577313542133528,68.51213723130812,grapes
39,139,201,41.086236522404334,81.00890015382713,5.500377098072672,68.5367892923766,grapes
39,139,201,41.03670227964598,81.04215105281163,5.552928586276915,68.55502868560279,grapes
39,139,201,41.12718418077772,80.96949084710862,5.656966626536101,68.64322122984977,grapes
39,139,201,41.19406793888306,81.16533860723372,5.492516493451026,68.4949874254808,grapes
39,139,201,41.30392694069489,80.90787352103776,5.614662623032143,68.8620376169801,grapes
39,139,201,41.204931239822905,81.08841826805401,5.401674569026587,68.54038531336495,grapes
39,139,201,41.143128252739274,80.95189865813562,5.517222109968429,68.59934380421974,grapes
8,127,196,26.974388956620007,83.17103786904369,5.940614307242891,70.99847770730368,grapes
8,127,196,27.017955777198882,83.19087790532328,5.748778568744192,70.96408721180546,grapes
8,127,196,27.056545092214865,83.21338277928973,5.8133038805991095,70.93438743673951,grapes
8,127,196,26.873793563289258,83.18131320333788,5.750883292312675,70.89784174265887,grapes
8,127,196,27.137074347121423,83.18991202032741,5.851495188829626,70.96684833200759,grapes
8,127,196,27.038593106560487,83.23221475408853,5.919209650736376,70.96799942046076,grapes
8,127,196,27.036415496509143,83.080140615077,5.773714133133526,71.0847366618418,grapes
8,127,196,27.003730054309802,83.03115306128412,5.6907983790009755,70.87182780795172,grapes
8,127,196,27.023389368697792,83.23006516902271,5.894967968143543,70.90458251363745,grapes
8,127,196,27.01002298147767,83.16982223773458,5.745271722916585,71.00911979921294,grapes
39,138,203,21.190016327777624,82.3712836223589,6.576680815058096,74.65506680183907,grapes
39,138,203,21.081380618435677,82.49096801254025,6.361124758390278,74.69007785183635,grapes
39,138,203,21.256312929560853,82.36627108629776,6.1198447854302485,74.62706933043714,grapes
39,138,203,21.119316674731447,82.31344596205322,6.434929636377403,74.68055593438268,grapes
39,138,203,21.19203350828932,82.27985928546721,6.2468143530169415,74.5631357435103,grapes
39,138,203,21.15926046255297,82.19229034069657,6.430261573109601,74.57159689285194,grapes
39,138,203,21.215527383979843,82.41640702578623,6.344218226808828,74.49273428245529,grapes
39,138,203,21.09761949545188,82.17094185755573,6.479194357570367,74.59788950987051,grapes
39,138,203,21.19749792129499,82.20288565034859,6.453434069844167,74.71909014912417,grapes
39,138,203,21.311449804754076,82.38319092316458,6.328218892057783,74.66185035521669,grapes
32,120,204,10.388319689587867,83.5644609556714,6.190753605746757,67.34448792318484,grapes
32,120,204,10.292144417186172,83.30370157147642,6.160214636686316,67.38312398270745,grapes
32,120,204,10.308641646842919,83.44090247690995,5.975327399609092,67.51131069096448,grapes
32,120,204,10.296425905801268,83.35554930480455,6.102812106212047,67.33916895535828,grapes
32,120,204,10.313056099763612,83.51189759959108,6.087791978720359,67.38086597925117,grapes
32,120,204,10.37263392946198,83.3877432633613,6.059085198382089,67.40649304618167,grapes
32,120,204,10.390034169996381,83.46786449978835,5.9821731924969255,67.3853057931296,grapes
32,120,204,10.271745017541349,83.16828655696766,6.149768952541977,67.38393849783779,grapes
32,120,204,10.192723336981143,83.36042171795098,6.173721923583759,67.42515177589874,grapes
32,120,204,10.282930969327387,83.26234361305825,5.974023846532874,67.52696438796148,grapes
12,142,203,31.26796680733868,82.546013217778,5.968151709901353,64.84237658827023,grapes
12,142,203,31.258002898209277,82.6863850780341,5.958755635494746,64.92048221876264,grapes
12,142,203,31.192264089604954,82.56632932801176,6.203580920562634,65.04649844529501,grapes
12,142,203,31.368816408011668,82.54044976177116,5.978098344562212,65.03980619473053,grapes
12,142,203,31.363683813373736,82.5787280290408,6.017920774408162,64.88749785322939,grapes
12,142,203,31.48108947550308,82.44095834184523,5.956055844901283,65.24084641860996,grapes
12,142,203,31.3461204245884,82.51065081467102,5.942330964827901,65.03784973187861,grapes
12,142,203,31.305749168963754,82.60785623343729,6.228119130313336,65.01801243612825,grapes
12,142,203,31.27911007394099,82.54098083786002,5.987665376936436,65.12919599376391,grapes
12,142,203,31.225633859007868,82.56130393803937,5.977785328996383,65.1472927684464,grapes
8,133,195,20.21988461291868,81.08135602126082,6.512777618535789,71.32645185637197,grapes
8,133,195,20.50917466386003,80.99991717242679,6.352527326144074,71.17781183699182,grapes
8,133,195,20.419802967463788,81.01538318658096,6.690040085936618,71.28140072070211,grapes
8,133,195,20.551504870070882,81.07998767835595,6.3603324879492655,71.3684331565646,grapes
8,133,195,20.466482369417868,81.07429269740365,6.386684107364332,71.36562400345004,grapes
8,133,195,20.50513441234021,80.70960957016585,6.603752301356008,71.19743562528232,grapes
8,133,195,20.631178483167133,80.83254634722161,6.50361793983888,71.3998630247269,grapes
8,133,195,20.461976494470225,80.92375367638952,6.469544942960406,71.30108193433622,grapes
8,133,195,20.592393888773756,81.0038111573587,6.395576291253034,71.14473441410281,grapes
8,133,195,20.37552654657612,80.92107949578845,6.315727353712413,71.28667356124173,grapes
8,139,199,29.420105167937052,81.44877870078896,6.386972233417108,65.94854193064212,grapes
8,139,199,29.284503073861515,81.5599222076522,6.477238888541633,66.02013576172467,grapes
8,139,199,29.232034118002556,81.50630069774547,6.241046546648514,66.16550820783168,grapes
8,139,199,29.256132169284953,81.4304937126304,6.473167873920722,65.92851708666393,grapes
8,139,199,29.24961491078443,81.55833467313803,6.240571303956052,66.13730127027954,grapes
8,139,199,29.36859652637916,81.45121874501068,6.453674787542066,66.02288490917333,grapes
8,139,199,29.319073410496415,81.51681802239197,6.36324086175679,66.24274095522202,grapes
8,139,199,29.397363232845887,81.57812423427193,6.382993207440212,65.98095458287838,grapes
8,139,199,29.30706258947138,81.62736166253953,6.35392613730514,65.94772199227896,grapes
8,139,199,29.407985461411158,81.58126475135428,6.274604490209381,66.12363722932619,grapes
21,134,202,10.708946053043851,80.10550683003368,6.514788019409346,65.2303760647757,grapes
21,134,202,10.787092929630946,80.15615739574073,6.483591094953878,65.30231246008293,grapes
21,134,202,10.718238088813234,79.88037060386591,6.454878808838381,65.20053364231796,grapes
21,134,202,10.71752833043359,80.02238382728657,6.349391313554628,65.47441385357962,grapes
21,134,202,10.896389252399647,80.07116252031138,6.531904257909048,65.34983776524076,grapes
21,134,202,10.69077094846254,79.99594418509015,6.428976725015576,65.26492526164728,grapes
21,134,202,10.861452199386987,80.0803965395224,6.566941233002203,65.33868703045545,grapes
21,134,202,10.77925267449985,80.00884095628453,6.656452270046103,65.04655302636132,grapes
21,134,202,10.755573783901381,79.95511254201955,6.4236627310908165,65.07154604131037,grapes
21,134,202,10.519393487724743,79.98230902580296,6.555393574688636,65.39979242175565,grapes
40,140,195,15.082647584410815,80.52082333142455,6.217753675548062,71.73539527218168,grapes
40,140,195,14.877072759863815,80.46822073140136,6.242609886918681,71.73237016878875,grapes
40,140,195,15.066076394759508,80.63289501702461,6.234481178271249,71.76862943261162,grapes
40,140,195,14.931238038546287,80.5595869920141,6.410124305113759,71.78134639221138,grapes
40,140,195,15.151352580933505,80.4041594891721,6.354528639599644,71.74220296533792,grapes
40,140,195,14.845477700451406,80.5991319024917,6.432484823264004,71.61708084945123,grapes
40,140,195,14.880971345028094,80.5173535471622,6.385674770427189,71.49898856014413,grapes
40,140,195,15.034194845036676,80.68344899539584,6.36285015950053,71.59323937926,grapes
40,140,195,15.018932110134132,80.69298233154814,6.393526643459017,71.65357182663655,grapes
40,140,195,15.014815260044237,80.46036833581374,6.358037449636771,71.68610168448298,grapes
39,127,202,15.354188377322341,81.75593376158805,6.4321567930780175,71.73962911952852,grapes
39,127,202,15.407053832952345,81.6756336824109,6.453039665972682,71.67439093878887,grapes
39,127,202,15.31776338792993,81.79696439959807,6.560028529485611,71.59068106945135,grapes
39,127,202,15.35223578018217,81.61263160031605,6.628570908566039,71.50735373552553,grapes
39,127,202,15.284356110084042,81.76889225641088,6.617653340625731,71.68708049899995,grapes
39,127,202,15.379691044935424,81.72646002013586,6.5872654420446315,71.69729289606146,grapes
39,127,202,15.40316712945615,81.68823677134904,6.404796361316816,71.61877477827937,grapes
39,127,202,15.367609981558132,81.6125467615746,6.62452780867784,71.6173601406602,grapes
39,127,202,15.311942346386685,81.74049680905122,6.3752043580179505,71.61648388938525,grapes
39,127,202,15.423756282208785,81.68276119168013,6.5157596599136625,71.51763922906454,grapes
19,120,195,18.7652525510556,81.22507864831938,5.949641826085715,73.73905029264972,grapes
19,120,195,18.648861037517538,81.19578565618437,6.190245838717928,73.62858753558386,grapes
19,120,195,18.83766786979252,81.23703174278027,6.1005529309891795,73.65888843728176,grapes
19,120,195,18.638829904848365,81.0524799076048,5.985797275188275,73.46652955531849,grapes
19,120,195,18.939876648290166,81.3575380559856,5.92299715805781,73.73608387596,grapes
19,120,195,18.687657912825497,81.0931788001638,5.96624985980593,73.33874456189741,grapes
19,120,195,18.65548556157627,81.00959369999592,5.971876909373542,73.51653161702252,grapes
19,120,195,18.804872337550577,81.14431815230714,5.808060262213947,73.48339321959394,grapes
19,120,195,18.77595163494063,81.11255765926775,5.981953393707306,73.61662657646428,grapes
19,120,195,18.751577076842246,81.05836314836168,6.027589975951252,73.43404278389181,grapes
21,139,201,19.27474778914327,83.40091634978047,5.852378555538053,67.18415766039088,grapes
21,139,201,19.254179464261348,83.47108498499117,6.005634988240429,67.20612569593247,grapes
21,139,201,19.57297921427063,83.47391294694162,5.8871483020623145,67.12376547790751,grapes
21,139,201,19.254229688847662,83.28193534934479,5.93362734770512,67.25732168453789,grapes
21,139,201,19.318359570381325,83.43983126574807,6.062859628848989,67.1274663205358,grapes
21,139,201,19.37260216566881,83.36839893586635,6.023186638091357,67.4051922158306,grapes
21,139,201,19.32350276580422,83.2993567667222,6.107135675987422,67.15656668596151,grapes
21,139,201,19.375163063760933,83.41995933196024,5.790043470016112,66.91209487563674,grapes
21,139,201,19.309854972177558,83.5078513559791,5.902485379357009,67.20380113184108,grapes
21,139,201,19.52232032330276,83.28856448367557,5.86335178039632,67.3111242696272,grapes
17,136,195,41.09319907000855,81.6544152102455,6.458564783605774,65.83416127434919,grapes
17,136,195,41.18592849716838,81.647924278757,6.374549645067097,65.82425053208516,grapes
17,136,195,41.202507985561944,81.56718610530073,6.4419019801914486,65.84728118969525,grapes
17,136,195,41.2197403791081,81.52266225730082,6.4527284038524275,65.78402428208842,grapes
17,136,195,41.3014796425783,81.69115068688708,6.361511469969166,65.92211309520322,grapes
17,136,195,41.39427951573058,81.77752329383159,6.434542188825897,65.84579592761204,grapes
17,136,195,41.35133411990684,81.36241930425957,6.33568089188465,65.91600775326111,grapes
17,136,195,41.24244963351793,81.66450177625715,6.452138563046658,66.00394841564218,grapes
17,136,195,40.95235107371906,81.53686129958106,6.603481664077197,65.95589932066262,grapes
17,136,195,41.19058171246325,81.76454014757645,6.511045977926199,65.86843846932538,grapes
33,139,203,33.147255460503395,82.32806166677311,5.605289052072741,70.53929419967169,grapes
33,139,203,33.25192741375957,82.34946891973907,5.65462347238741,70.66796506841857,grapes
33,139,203,33.39907194628989,82.56938924114843,5.661719558340886,70.86326432890696,grapes
33,139,203,33.34775511914051,82.36795351454974,5.7620668641974335,70.66772830148123,grapes
33,139,203,33.1886112652612,82.39722386311114,5.782979117584465,70.57961740787235,grapes
33,139,203,33.39450629029159,82.40785977527455,5.676503414591231,70.66684569150908,grapes
33,139,203,33.26612818155408,82.52708947418441,5.807564680678161,70.78138414464371,grapes
33,139,203,33.35975026821196,82.35447574557679,5.806638125700219,70.77703663752192,grapes
33,139,203,33.37308076038942,82.55074848770819,5.652520984823221,70.65431575074084,grapes
33,139,203,33.33003852888422,82.37007004517719,5.878214039293891,70.71927392084693,grapes
22,133,201,23.770796887544208,80.19360122194429,6.059726592820494,67.3725848963648,grapes
22,133,201,23.92552080030519,79.9889726179728,5.935206081803802,67.312215334733,grapes
22,133,201,23.575372130629848,80.12213049513004,5.849558142481891,67.41598158833008,grapes
22,133,201,23.904218278394016,80.13169281192619,6.154535082891249,67.38150581477097,grapes
22,133,201,23.748737411503306,80.17937337273631,6.082569345587785,67.26836896598658,grapes
22,133,201,23.80182410808371,80.22449875271215,5.864089257378196,67.16995113332914,grapes
22,133,201,23.914197187659042,80.08797463368326,5.982875108421129,67.28752048534189,grapes
22,133,201,23.65166626231274,80.16275746280948,6.181335777188652,67.37483056812698,grapes
22,133,201,23.782696313188264,79.9973227451795,6.225049590505776,67.15627112067921,grapes
22,133,201,23.721040697813294,80.19585191011605,5.9930781725336235,67.34774733087767,grapes
32,130,196,40.55312165972972,81.3614439434941,6.407586432643504,73.93338096617566,grapes
32,130,196,40.54089883133468,81.17311686900922,6.255251548082132,73.87900972806437,grapes
32,130,196,40.74606246533846,81.16657354239605,6.3457916692805565,73.9804202541106,grapes
32,130,196,40.54572423996701,81.21905711345666,6.482505769014702,73.93586324816482,grapes
32,130,196,40.51445387299161,81.07437691559421,6.423512339231734,74.16141326538795,grapes
32,130,196,40.77267451945023,81.20323680557384,6.440485490157278,73.8643308762262,grapes
32,130,196,40.497890132542395,81.19432977845217,6.42471638027217,74.14193154439715,grapes
32,130,196,40.67513525363546,81.31404539167097,6.390797893401869,73.90166085431085,grapes
32,130,196,40.66276680448122,81.23582789662372,6.415728647792364,74.03814364295911,grapes
32,130,196,40.78492798356024,81.21202093668616,6.26961653319552,74.11828848930948,grapes
37,135,205,11.789665956718975,80.26662562560952,5.595520252275502,74.17725263052778,grapes
37,135,205,11.884644137808136,80.38633975230205,5.602388656230038,74.06322517615436,grapes
37,135,205,12.103904295454868,80.21667523032167,5.594799181890384,73.99289599486232,grapes
37,135,205,11.960149333027186,80.20209173161417,5.657109387568725,74.03481675321622,grapes
37,135,205,11.675798324286607,80.25024610948108,5.639880497054071,74.17647746489055,grapes
37,135,205,11.900256093172763,80.2724235746614,5.463007557114366,74.15158586386514,grapes
37,135,205,11.931408341596837,80.41509311751146,5.56115634586897,74.10768760504526,grapes
37,135,205,11.594874943757207,80.09141189941913,5.396740363632159,74.1051161588999,grapes
37,135,205,11.84577764800859,80.10430077740976,5.4492996497214365,74.24820587719952,grapes
37,135,205,11.691118000769226,80.38772931539654,5.4699057955522035,74.03574727749698,grapes
15,140,195,13.538460186946537,83.41403413760935,5.4630118372775005,65.906716028032,grapes
15,140,195,13.14041672616892,83.55380630992126,5.586893071396053,65.9593982846976,grapes
15,140,195,13.239835099183354,83.61133434080098,5.615989116105727,65.77226256377902,grapes
15,140,195,13.246008781443425,83.60724483160105,5.782341648760265,65.98236371286173,grapes
15,140,195,13.307891267321962,83.52662097115004,5.574760149278964,65.74175685167666,grapes
15,140,195,13.374596413634775,83.52736401978044,5.678211046720879,65.87958276083243,grapes
15,140,195,13.20931781264859,83.41520706423536,5.7077616350768965,65.69873055942826,grapes
15,140,195,13.267851180373484,83.42459319927843,5.736526075562189,65.73615824132321,grapes
15,140,195,13.224075099126761,83.37316627278852,5.5373911193589525,65.67086535811616,grapes
15,140,195,13.345232196436184,83.68174165583129,5.812536187433601,65.75928578364963,grapes
39,132,196,35.866195437871355,83.31407752114667,5.707160721742734,73.70355074302005,grapes
39,132,196,35.934248406039195,83.30044756284677,5.616590745195597,73.58167213369065,grapes
39,132,196,35.85230499354821,83.27955112577722,5.627074778614132,73.68459826928016,grapes
39,132,196,36.02315639889311,83.2609299308148,5.862856398733882,73.63640738251009,grapes
39,132,196,35.878133805423836,83.42310294683881,5.699780253531741,73.63039985131634,grapes
39,132,196,35.88795485487008,83.42434987365063,5.868225210918986,73.51617099614609,grapes
39,132,196,35.647299583405086,83.20005633929769,5.749744135535209,73.65971877040847,grapes
39,132,196,35.734384017210736,83.33448399759186,5.866113766859591,73.57216082561216,grapes
39,132,196,35.80260042988793,83.38995037605761,5.798396675295763,73.76176516012961,grapes
39,132,196,35.68874749978888,83.21893018654501,5.919011124813283,73.75415302746211,grapes
40,121,199,26.430229647955883,81.00100379566899,6.118665606218306,66.1847204962227,grapes
40,121,199,26.261558201428944,80.96587250861387,6.426112866589553,66.06481237967847,grapes
40,121,199,26.13480310241163,81.11766964002895,6.279002530458827,65.8573844867407,grapes
40,121,199,26.199581052505895,80.94948001248905,6.248302767647106,66.03007135870857,grapes
40,121,199,26.17532374042687,81.13029218536894,6.206420061079894,65.95802330753442,grapes
40,121,199,26.01964623256553,81.17952583973685,6.3082777246089226,66.16855271288004,grapes
40,121,199,26.06294645551177,81.10558663581028,6.33925146414378,66.03065044097642,grapes
40,121,199,26.255917878047892,80.9353732221702,6.277261223615744,66.1026233898684,grapes
40,121,199,26.131858625476887,81.14837410018396,6.314808727395362,66.00080318900689,grapes
40,121,199,26.08195058638988,81.00806048098933,6.543960635328367,65.92634862975625,grapes
40,132,202,24.579207449247466,80.67378682857591,5.917849890005732,69.80364530111781,grapes
40,132,202,24.41166118878235,80.65217748410114,5.996132102852411,69.61698805504258,grapes
40,132,202,24.54895119737655,80.79839710964488,5.902851006659757,69.51790046476962,grapes
40,132,202,24.535496517423983,80.47541587552523,6.111288449631893,69.71600962567747,grapes
40,132,202,24.520887709294108,80.58204524369944,6.078038902143233,69.47360188632251,grapes
40,132,202,24.64530460772172,80.80755543262076,5.879883771974578,69.66823156533106,grapes
